,0,1,2,3,4
0,densenet,0.34599369764328003,0.43450531363487244,0.8432341814041138,0.8334515690803528
1,inception,0.3615212142467499,0.46454158425331116,0.8350954651832581,0.8189074397087097
2,inceptionresnet,0.38025885820388794,0.4714154899120331,0.8350954651832581,0.8176658153533936
3,mobilenet,0.305620402097702,0.3519582450389862,0.8608047366142273,0.8699893355369568
4,resnet,0.2509196400642395,0.34303581714630127,0.8864379525184631,0.8715856671333313
5,vgg,0.8819605112075806,0.9962656497955322,0.6621282696723938,0.6495211124420166
6,xception,0.4966576397418976,0.5906012654304504,0.7720392346382141,0.7669386267662048
